Name,Price,Rating,No of reviews,Product URL,ASIN,Product Description,Description,Manufacturer
NA,NA,NA,NA,https://www.amazon.in/NORTH-ZONE-Waterproof-Backpack-Dimensions/dp/B0BS6QQZYN/ref=sr_1_12?crid=2M096C61O4MLT&keywords=bags&qid=1690282978&sprefix=ba%2Caps%2C283&sr=8-12,NA,NA,NA,NA
NA,NA,NA,NA,https://www.amazon.in/NORTH-ZONE-Lightweight-Backpacks-Stylish/dp/B0BL3TVDK6/ref=sr_1_13?crid=2M096C61O4MLT&keywords=bags&qid=1690282978&sprefix=ba%2Caps%2C283&sr=8-13,NA,NA,NA,NA
NA,NA,NA,NA,https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B09TPX22NF/ref=sr_1_14?crid=2M096C61O4MLT&keywords=bags&qid=1690282978&sprefix=ba%2Caps%2C283&sr=8-14,NA,NA,NA,NA
NA,NA,NA,NA,https://www.amazon.in/GEAR-Black-Blue-Backpack-years/dp/B019HA8AYG/ref=sr_1_15?crid=2M096C61O4MLT&keywords=bags&qid=1690282978&sprefix=ba%2Caps%2C283&sr=8-15,NA,NA,NA,NA
NA,NA,NA,NA,https://www.amazon.in/Lenovo-15-6-Inches-Everyday-Backpack/dp/B08R7RPVJF/ref=sr_1_16?crid=2M096C61O4MLT&keywords=bags&qid=1690282978&sprefix=ba%2Caps%2C283&sr=8-16,NA,NA,NA,NA
NA,NA,NA,NA,https://aax-eu.amazon.in/x/c/RO33Gtms9-XIqGSxbDf0xrQAAAGJjLdrgwMAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDEgICCDgpNB/https://www.amazon.in/uppercase-Professional-resistant-sustainable-Anti-theft/dp/B0BR179L65/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.71f3e964-c052-406d-85d3-3536a795e6d0%3Aamzn1.sym.71f3e964-c052-406d-85d3-3536a795e6d0&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B0BR179L65&pd_rd_r=1c359a76-e838-416b-a72a-d54fb759d0cf&pd_rd_w=iep4z&pd_rd_wg=Wn1P8&pf_rd_p=71f3e964-c052-406d-85d3-3536a795e6d0&pf_rd_r=SGKZXRAAW92E9B0PCHPR&qid=1690282978&sbo=EO%2BcdOgoisx3waG5xqcZQA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-1-f1821008-9dea-4812-b2b6-4a6e4a4f2d55,NA,NA,NA,NA
NA,NA,NA,NA,https://www.amazon.in/American-Tourister-AMT-SCH-02/dp/B07CJCGM1M/ref=sr_1_1?crid=2M096C61O4MLT&keywords=bags&qid=1690283009&sprefix=ba%2Caps%2C283&sr=8-1,NA,NA,NA,NA
Skybags Brat Black 46 Cms Casual Backpack,669,4.1 out of 5 stars,"5,198 ratings",https://www.amazon.in/Skybags-Brat-Black-Casual-Backpack/dp/B08Z1HHHTD/ref=sr_1_2?crid=2M096C61O4MLT&keywords=bags&qid=1690283009&sprefix=ba%2Caps%2C283&sr=8-2,NA,NA,NA,NA
NA,NA,NA,NA,https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B084JGJ8PF/ref=sr_1_3?crid=2M096C61O4MLT&keywords=bags&qid=1690283009&sprefix=ba%2Caps%2C283&sr=8-3,NA,NA,NA,NA
COSMUS Tuxer 38L Large Laptop Backpack With 3 Compartments,"1,692",4.1 out of 5 stars,303 ratings,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1Mzc2Njk3ODg0MTkzNjk3OjE2OTAyODMwMDk6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMDkwNjQ0OTk5NDA2OjowOjo&url=%2FCosmus-Tuxer-Laptop-Backpack-Compartments%2Fdp%2FB09HCK9MLX%2Fref%3Dsxin_17_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.5c2af76f-28ad-42b0-80ba-b318af0af39f%253Aamzn1.sym.5c2af76f-28ad-42b0-80ba-b318af0af39f%26crid%3D2M096C61O4MLT%26cv_ct_cx%3Dbags%26keywords%3Dbags%26pd_rd_i%3DB09HCK9MLX%26pd_rd_r%3D0fe6a69e-faf8-4443-936c-0e2adfd17860%26pd_rd_w%3DonPpK%26pd_rd_wg%3Dfm4Ac%26pf_rd_p%3D5c2af76f-28ad-42b0-80ba-b318af0af39f%26pf_rd_r%3DV2MW76N4DV9GBTEY9GJW%26qid%3D1690283009%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D1-1-57f7ded0-ad23-4d3a-8b1d-eb8cdd1b0fe5-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,NA,NA,NA,NA
"WALKENT Premium Spruce Laptop Bag, Stylish 15.6 Inch Vegan Leather Backpack, Waterproof, External USB, Multi Pockets, Cushioned Strap, Side Bottle Pockets for College, Office, Men, Women","3,029",4.5 out of 5 stars,19 ratings,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1Mzc2Njk3ODg0MTkzNjk3OjE2OTAyODMwMDk6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMTYyNTQzNzA3MDk4OjoxOjo&url=%2FWALKENT-Stylish-Spruce-Waterprrof-Resistant%2Fdp%2FB0BJ982TQN%2Fref%3Dsxin_17_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.5c2af76f-28ad-42b0-80ba-b318af0af39f%253Aamzn1.sym.5c2af76f-28ad-42b0-80ba-b318af0af39f%26crid%3D2M096C61O4MLT%26cv_ct_cx%3Dbags%26keywords%3Dbags%26pd_rd_i%3DB0BJ982TQN%26pd_rd_r%3D0fe6a69e-faf8-4443-936c-0e2adfd17860%26pd_rd_w%3DonPpK%26pd_rd_wg%3Dfm4Ac%26pf_rd_p%3D5c2af76f-28ad-42b0-80ba-b318af0af39f%26pf_rd_r%3DV2MW76N4DV9GBTEY9GJW%26qid%3D1690283009%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D1-2-57f7ded0-ad23-4d3a-8b1d-eb8cdd1b0fe5-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,NA,NA,NA,NA
"COSMUS Madison waterproof Multipurpose Backpack With laptop compartment , 33L","1,409",4.2 out of 5 stars,"2,266 ratings",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1Mzc2Njk3ODg0MTkzNjk3OjE2OTAyODMwMDk6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMDQzMzIxMTM2NDA2OjoyOjo&url=%2FCOSMUS-Multipurpose-Backpack-Bag-compartment%2Fdp%2FB078JXC2L4%2Fref%3Dsxin_17_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.5c2af76f-28ad-42b0-80ba-b318af0af39f%253Aamzn1.sym.5c2af76f-28ad-42b0-80ba-b318af0af39f%26crid%3D2M096C61O4MLT%26cv_ct_cx%3Dbags%26keywords%3Dbags%26pd_rd_i%3DB078JXC2L4%26pd_rd_r%3D0fe6a69e-faf8-4443-936c-0e2adfd17860%26pd_rd_w%3DonPpK%26pd_rd_wg%3Dfm4Ac%26pf_rd_p%3D5c2af76f-28ad-42b0-80ba-b318af0af39f%26pf_rd_r%3DV2MW76N4DV9GBTEY9GJW%26qid%3D1690283009%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D1-3-57f7ded0-ad23-4d3a-8b1d-eb8cdd1b0fe5-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,NA,NA,NA,NA
uppercase 14 Ltrs Medium (14.6 Inch) Laptop Backpack 2100EBP1 Roll Top Office College 3x More Water Repellent Sustainable Bags With Rainproof Zippers For Unisex,"1,000",4.2 out of 5 stars,167 ratings,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1Mzc2Njk3ODg0MTkzNjk3OjE2OTAyODMwMDk6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMDk3NTc5NTAxNzk4OjozOjo&url=%2Fuppercase-ltrs-backpack-INVALID-DATA_red%2Fdp%2FB0B691HSL3%2Fref%3Dsxin_17_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.5c2af76f-28ad-42b0-80ba-b318af0af39f%253Aamzn1.sym.5c2af76f-28ad-42b0-80ba-b318af0af39f%26crid%3D2M096C61O4MLT%26cv_ct_cx%3Dbags%26keywords%3Dbags%26pd_rd_i%3DB0B691HSL3%26pd_rd_r%3D0fe6a69e-faf8-4443-936c-0e2adfd17860%26pd_rd_w%3DonPpK%26pd_rd_wg%3Dfm4Ac%26pf_rd_p%3D5c2af76f-28ad-42b0-80ba-b318af0af39f%26pf_rd_r%3DV2MW76N4DV9GBTEY9GJW%26qid%3D1690283009%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D1-4-57f7ded0-ad23-4d3a-8b1d-eb8cdd1b0fe5-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,NA,NA,NA,NA
"uppercase 22 Ltrs Large (14.6 inch) Laptop Backpack 2900EBP1 Bucket Outdoor 3x more water repellent sustainable bag with Rainproof zipper & Detachable organizer for Men, Women, Boys and Girls , 750 Days warranty","1,600",4.4 out of 5 stars,28 ratings,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1Mzc2Njk3ODg0MTkzNjk3OjE2OTAyODMwMDk6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMDk3NjEyMjMxODk4Ojo0Ojo&url=%2Fuppercase-resistant-sustainable-Rainproof-Detachable%2Fdp%2FB0BC48NDJP%2Fref%3Dsxin_17_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.5c2af76f-28ad-42b0-80ba-b318af0af39f%253Aamzn1.sym.5c2af76f-28ad-42b0-80ba-b318af0af39f%26crid%3D2M096C61O4MLT%26cv_ct_cx%3Dbags%26keywords%3Dbags%26pd_rd_i%3DB0BC48NDJP%26pd_rd_r%3D0fe6a69e-faf8-4443-936c-0e2adfd17860%26pd_rd_w%3DonPpK%26pd_rd_wg%3Dfm4Ac%26pf_rd_p%3D5c2af76f-28ad-42b0-80ba-b318af0af39f%26pf_rd_r%3DV2MW76N4DV9GBTEY9GJW%26qid%3D1690283009%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D1-5-57f7ded0-ad23-4d3a-8b1d-eb8cdd1b0fe5-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,NA,NA,NA,NA
NA,NA,NA,NA,https://www.amazon.in/Half-Moon-Backpack-Luggage-Compartment/dp/B09VCLZ3K4/ref=sr_1_4?crid=2M096C61O4MLT&keywords=bags&qid=1690283009&sprefix=ba%2Caps%2C283&sr=8-4,NA,NA,NA,NA
NA,NA,NA,NA,https://www.amazon.in/Half-Moon-Waterproof-Backpack-Students/dp/B085MHDJ93/ref=sr_1_5?crid=2M096C61O4MLT&keywords=bags&qid=1690283009&sprefix=ba%2Caps%2C283&sr=8-5,NA,NA,NA,NA
NA,NA,NA,NA,https://www.amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B0BJ32LQ6X/ref=sr_1_6?crid=2M096C61O4MLT&keywords=bags&qid=1690283009&sprefix=ba%2Caps%2C283&sr=8-6,NA,NA,NA,NA
NA,NA,NA,NA,https://www.amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0201/dp/B07G4F6XFH/ref=sr_1_7?crid=2M096C61O4MLT&keywords=bags&qid=1690283009&sprefix=ba%2Caps%2C283&sr=8-7,NA,NA,NA,NA
NA,NA,NA,NA,https://www.amazon.in/American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4S4XF/ref=sr_1_8?crid=2M096C61O4MLT&keywords=bags&qid=1690283009&sprefix=ba%2Caps%2C283&sr=8-8,NA,NA,NA,NA
NA,NA,NA,NA,https://www.amazon.in/Gear-Black-Laptop-Backpack-LBPASPIRE0104/dp/B075MK4TXP/ref=sr_1_9?crid=2M096C61O4MLT&keywords=bags&qid=1690283009&sprefix=ba%2Caps%2C283&sr=8-9,NA,NA,NA,NA
NA,NA,NA,NA,https://aax-eu.amazon.in/x/c/RBXF0rbZgYKRHosu4pjLzpsAAAGJjLfnZAMAAAH2AQBvbm9fdHhuX2JpZDIgICBvbm9fdHhuX2ltcDEgICDxEzPd/https://www.amazon.in/uppercase-Professional-resistant-sustainable-Anti-theft/dp/B0BR179L65/ref=sxin_25_sbv_search_btf?content-id=amzn1.sym.ea7f11f8-e26c-4b10-84ad-15aa33ea30ac%3Aamzn1.sym.ea7f11f8-e26c-4b10-84ad-15aa33ea30ac&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B0BR179L65&pd_rd_r=0fe6a69e-faf8-4443-936c-0e2adfd17860&pd_rd_w=zBtbT&pd_rd_wg=fm4Ac&pf_rd_p=ea7f11f8-e26c-4b10-84ad-15aa33ea30ac&pf_rd_r=V2MW76N4DV9GBTEY9GJW&qid=1690283009&sbo=EO%2BcdOgoisx3waG5xqcZQA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-1-9131241a-a358-4619-a7b8-0f5a65d91d81,NA,NA,NA,NA
NA,NA,NA,NA,https://www.amazon.in/MosQuick%C2%AE-Drawstring-Organizing-Stationery-multipurpose/dp/B09SB5DP5Y/ref=sxin_26_trfobq2av2_0_B09SB5DP5Y?content-id=amzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb%3Aamzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B09SB5DP5Y&pd_rd_r=0fe6a69e-faf8-4443-936c-0e2adfd17860&pd_rd_w=KGKSf&pd_rd_wg=fm4Ac&pf_rd_p=c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&pf_rd_r=V2MW76N4DV9GBTEY9GJW&qid=1690283009&sbo=EO%2BcdOgoisx3waG5xqcZQA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-1-973fd8bd-28ce-479e-8be4-fbaf1193947a,NA,NA,NA,NA
NA,NA,NA,NA,https://www.amazon.in/Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B0821PYKVK/ref=sxin_26_trfobq2av2_1_B0821PYKVK?content-id=amzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb%3Aamzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B0821PYKVK&pd_rd_r=0fe6a69e-faf8-4443-936c-0e2adfd17860&pd_rd_w=KGKSf&pd_rd_wg=fm4Ac&pf_rd_p=c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&pf_rd_r=V2MW76N4DV9GBTEY9GJW&qid=1690283009&rdc=1&sbo=Tc8eqSFhUl4VwMzbE4fw%2Fw%3D%3D&sprefix=ba%2Caps%2C283&sr=1-2-973fd8bd-28ce-479e-8be4-fbaf1193947a,NA,NA,NA,NA
AmazonBasics Laptop Backpack,709.,4.2 out of 5 stars,651 ratings,https://www.amazon.in/Amazon-Basics-Laptop-Backpack-Repellent/dp/B09W3XLDM2/ref=sxin_26_trfobq2av2_2_B09W3XLDM2?content-id=amzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb%3Aamzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B09W3XLDM2&pd_rd_r=0fe6a69e-faf8-4443-936c-0e2adfd17860&pd_rd_w=KGKSf&pd_rd_wg=fm4Ac&pf_rd_p=c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&pf_rd_r=V2MW76N4DV9GBTEY9GJW&qid=1690283009&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-3-973fd8bd-28ce-479e-8be4-fbaf1193947a,NA,NA,NA,NA
NA,NA,NA,NA,https://www.amazon.in/Backpack-Toddler-Animal-Cartoon-Travel/dp/B08D5RCWV9/ref=sxin_26_trfobq2av2_3_B08D5RCWV9?content-id=amzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb%3Aamzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B08D5RCWV9&pd_rd_r=0fe6a69e-faf8-4443-936c-0e2adfd17860&pd_rd_w=KGKSf&pd_rd_wg=fm4Ac&pf_rd_p=c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&pf_rd_r=V2MW76N4DV9GBTEY9GJW&qid=1690283009&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-4-973fd8bd-28ce-479e-8be4-fbaf1193947a,NA,NA,NA,NA
NA,NA,NA,NA,https://www.amazon.in/AmazonBasics-Zippered-Storage-Bags-Window/dp/B07JJCJG5W/ref=sxin_26_trfobq2av2_4_B07JJCJG5W?content-id=amzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb%3Aamzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B07JJCJG5W&pd_rd_r=0fe6a69e-faf8-4443-936c-0e2adfd17860&pd_rd_w=KGKSf&pd_rd_wg=fm4Ac&pf_rd_p=c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&pf_rd_r=V2MW76N4DV9GBTEY9GJW&qid=1690283009&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-5-973fd8bd-28ce-479e-8be4-fbaf1193947a,NA,NA,NA,NA
NA,NA,NA,NA,https://www.amazon.in/Blue-Tree-Velvet-Nursery-Travelling/dp/B07QX58HGR/ref=sxin_26_trfobq2av2_5_B07QX58HGR?content-id=amzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb%3Aamzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B07QX58HGR&pd_rd_r=0fe6a69e-faf8-4443-936c-0e2adfd17860&pd_rd_w=KGKSf&pd_rd_wg=fm4Ac&pf_rd_p=c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&pf_rd_r=V2MW76N4DV9GBTEY9GJW&qid=1690283009&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-6-973fd8bd-28ce-479e-8be4-fbaf1193947a,NA,NA,NA,NA
