Name,Price,Rating,No of reviews,Product URL,ASIN,Product Description,Description,Manufacturer
NA,NA,NA,NA,https://www.amazon.in/Blue-Tree-Velvet-Nursery-Travelling/dp/B07QTQ3CS7/ref=sxin_26_trfobq2av2_6_B07QTQ3CS7?content-id=amzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb%3Aamzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B07QTQ3CS7&pd_rd_r=0fe6a69e-faf8-4443-936c-0e2adfd17860&pd_rd_w=KGKSf&pd_rd_wg=fm4Ac&pf_rd_p=c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&pf_rd_r=V2MW76N4DV9GBTEY9GJW&qid=1690283009&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-7-973fd8bd-28ce-479e-8be4-fbaf1193947a,NA,NA,NA,NA
NA,NA,NA,NA,https://www.amazon.in/AmazonBasics-Vacuum-Compression-Storage-Bags/dp/B07RSCPH4N/ref=sxin_26_trfobq2av2_7_B07RSCPH4N?content-id=amzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb%3Aamzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B07RSCPH4N&pd_rd_r=0fe6a69e-faf8-4443-936c-0e2adfd17860&pd_rd_w=KGKSf&pd_rd_wg=fm4Ac&pf_rd_p=c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&pf_rd_r=V2MW76N4DV9GBTEY9GJW&qid=1690283009&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-8-973fd8bd-28ce-479e-8be4-fbaf1193947a,NA,NA,NA,NA
"TRUE HUMAN Emperor Anti-Theft backpack With USB charging Port Laptop Bag, Office bag, college bag and anti -theft back pocket (Black)",689,3.8 out of 5 stars,"2,320 ratings",https://www.amazon.in/TRUE-HUMAN-Anti-Theft-backpack-charging/dp/B09QJ7ZF2Y/ref=sr_1_10?crid=2M096C61O4MLT&keywords=bags&qid=1690283009&sprefix=ba%2Caps%2C283&sr=8-10,NA,NA,NA,NA
NA,NA,NA,NA,https://www.amazon.in/SAFARI-Ltrs-Casual-Backpack-DAYPACKNEO15CBSEB/dp/B07Q7CNPMV/ref=sr_1_11?crid=2M096C61O4MLT&keywords=bags&qid=1690283009&sprefix=ba%2Caps%2C283&sr=8-11,NA,NA,NA,NA
NA,NA,NA,NA,https://www.amazon.in/NORTH-ZONE-Waterproof-Backpack-Dimensions/dp/B0BS6QQZYN/ref=sr_1_12?crid=2M096C61O4MLT&keywords=bags&qid=1690283009&sprefix=ba%2Caps%2C283&sr=8-12,NA,NA,NA,NA
NA,NA,NA,NA,https://www.amazon.in/NORTH-ZONE-Lightweight-Backpacks-Stylish/dp/B0BL3TVDK6/ref=sr_1_13?crid=2M096C61O4MLT&keywords=bags&qid=1690283009&sprefix=ba%2Caps%2C283&sr=8-13,NA,NA,NA,NA
NA,NA,NA,NA,https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B09TPX22NF/ref=sr_1_14?crid=2M096C61O4MLT&keywords=bags&qid=1690283009&sprefix=ba%2Caps%2C283&sr=8-14,NA,NA,NA,NA
NA,NA,NA,NA,https://www.amazon.in/GEAR-Black-Blue-Backpack-years/dp/B019HA8AYG/ref=sr_1_15?crid=2M096C61O4MLT&keywords=bags&qid=1690283009&sprefix=ba%2Caps%2C283&sr=8-15,NA,NA,NA,NA
NA,NA,NA,NA,https://www.amazon.in/Lenovo-15-6-Inches-Everyday-Backpack/dp/B08R7RPVJF/ref=sr_1_16?crid=2M096C61O4MLT&keywords=bags&qid=1690283009&sprefix=ba%2Caps%2C283&sr=8-16,NA,NA,NA,NA
NA,NA,NA,NA,https://aax-eu.amazon.in/x/c/RM0q4AWALBrqLTyv-S1MGT0AAAGJjLfnbwMAAAH2AQBvbm9fdHhuX2JpZDIgICBvbm9fdHhuX2ltcDEgICDv4psY/https://www.amazon.in/uppercase-Professional-resistant-sustainable-Anti-theft/dp/B0BR179L65/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.71f3e964-c052-406d-85d3-3536a795e6d0%3Aamzn1.sym.71f3e964-c052-406d-85d3-3536a795e6d0&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B0BR179L65&pd_rd_r=14b1e3aa-d437-4df7-84c2-10b40299d4cd&pd_rd_w=nKshO&pd_rd_wg=1ebsl&pf_rd_p=71f3e964-c052-406d-85d3-3536a795e6d0&pf_rd_r=V2MW76N4DV9GBTEY9GJW&qid=1690283009&sbo=EO%2BcdOgoisx3waG5xqcZQA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-1-f1821008-9dea-4812-b2b6-4a6e4a4f2d55,NA,NA,NA,NA
NA,NA,NA,NA,https://www.amazon.in/American-Tourister-AMT-SCH-02/dp/B07CJCGM1M/ref=sr_1_1?crid=2M096C61O4MLT&keywords=bags&qid=1690283051&sprefix=ba%2Caps%2C283&sr=8-1,NA,NA,NA,NA
NA,NA,NA,NA,https://www.amazon.in/Skybags-Brat-Black-Casual-Backpack/dp/B08Z1HHHTD/ref=sr_1_2?crid=2M096C61O4MLT&keywords=bags&qid=1690283051&sprefix=ba%2Caps%2C283&sr=8-2,NA,NA,NA,NA
NA,NA,NA,NA,https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B084JGJ8PF/ref=sr_1_3?crid=2M096C61O4MLT&keywords=bags&qid=1690283051&sprefix=ba%2Caps%2C283&sr=8-3,NA,NA,NA,NA
NA,NA,NA,NA,https://aax-eu.amazon.in/x/c/RDog0ciU_wlMonRs_Sf2dQQAAAGJjLiIOgMAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDEgICCnZl2Y/https://www.amazon.in/uppercase-Professional-resistant-sustainable-Anti-theft/dp/B0BR179L65/ref=sxin_17_sbv_search_btf?content-id=amzn1.sym.ea7f11f8-e26c-4b10-84ad-15aa33ea30ac%3Aamzn1.sym.ea7f11f8-e26c-4b10-84ad-15aa33ea30ac&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B0BR179L65&pd_rd_r=752a9ff9-3c90-41e6-b8f7-d80a1e23ba5c&pd_rd_w=BIgzq&pd_rd_wg=MmNIh&pf_rd_p=ea7f11f8-e26c-4b10-84ad-15aa33ea30ac&pf_rd_r=J6R67AMZHN3P5XC6GSB8&qid=1690283051&sbo=EO%2BcdOgoisx3waG5xqcZQA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-1-9131241a-a358-4619-a7b8-0f5a65d91d81,NA,NA,NA,NA
NA,NA,NA,NA,https://www.amazon.in/Half-Moon-Backpack-Luggage-Compartment/dp/B09VCLZ3K4/ref=sr_1_4?crid=2M096C61O4MLT&keywords=bags&qid=1690283051&sprefix=ba%2Caps%2C283&sr=8-4,NA,NA,NA,NA
"Half Moon 35 Ltrs Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Navy Blue | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Reflective Strips",649,3.9 out of 5 stars,"16,604 ratings",https://www.amazon.in/Half-Moon-Waterproof-Backpack-Students/dp/B085MHDJ93/ref=sr_1_5?crid=2M096C61O4MLT&keywords=bags&qid=1690283051&sprefix=ba%2Caps%2C283&sr=8-5,NA,NA,NA,NA
Half Moon Large 37L Laptop Bag Backpack for menà¤‚ Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,849,3.9 out of 5 stars,"3,239 ratings",https://www.amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B0BJ32LQ6X/ref=sr_1_6?crid=2M096C61O4MLT&keywords=bags&qid=1690283051&sprefix=ba%2Caps%2C283&sr=8-6,NA,NA,NA,NA
Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women (Brown),987,4.4 out of 5 stars,"5,922 ratings",https://www.amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0201/dp/B07G4F6XFH/ref=sr_1_7?crid=2M096C61O4MLT&keywords=bags&qid=1690283051&sprefix=ba%2Caps%2C283&sr=8-7,NA,NA,NA,NA
NA,NA,NA,NA,https://www.amazon.in/American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4S4XF/ref=sr_1_8?crid=2M096C61O4MLT&keywords=bags&qid=1690283051&sprefix=ba%2Caps%2C283&sr=8-8,NA,NA,NA,NA
NA,NA,NA,NA,https://www.amazon.in/Gear-Black-Laptop-Backpack-LBPASPIRE0104/dp/B075MK4TXP/ref=sr_1_9?crid=2M096C61O4MLT&keywords=bags&qid=1690283051&sprefix=ba%2Caps%2C283&sr=8-9,NA,NA,NA,NA
NA,NA,NA,NA,https://www.amazon.in/MosQuick%C2%AE-Drawstring-Organizing-Stationery-multipurpose/dp/B09SB5DP5Y/ref=sxin_25_trfobq2av2_0_B09SB5DP5Y?content-id=amzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb%3Aamzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B09SB5DP5Y&pd_rd_r=752a9ff9-3c90-41e6-b8f7-d80a1e23ba5c&pd_rd_w=8ZsFG&pd_rd_wg=MmNIh&pf_rd_p=c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&pf_rd_r=J6R67AMZHN3P5XC6GSB8&qid=1690283051&sbo=EO%2BcdOgoisx3waG5xqcZQA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-1-973fd8bd-28ce-479e-8be4-fbaf1193947a,NA,NA,NA,NA
NA,NA,NA,NA,https://www.amazon.in/Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B0821PYKVK/ref=sxin_25_trfobq2av2_1_B0821PYKVK?content-id=amzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb%3Aamzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B0821PYKVK&pd_rd_r=752a9ff9-3c90-41e6-b8f7-d80a1e23ba5c&pd_rd_w=8ZsFG&pd_rd_wg=MmNIh&pf_rd_p=c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&pf_rd_r=J6R67AMZHN3P5XC6GSB8&qid=1690283051&rdc=1&sbo=Tc8eqSFhUl4VwMzbE4fw%2Fw%3D%3D&sprefix=ba%2Caps%2C283&sr=1-2-973fd8bd-28ce-479e-8be4-fbaf1193947a,NA,NA,NA,NA
NA,NA,NA,NA,https://www.amazon.in/Amazon-Basics-Laptop-Backpack-Repellent/dp/B09W3XLDM2/ref=sxin_25_trfobq2av2_2_B09W3XLDM2?content-id=amzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb%3Aamzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B09W3XLDM2&pd_rd_r=752a9ff9-3c90-41e6-b8f7-d80a1e23ba5c&pd_rd_w=8ZsFG&pd_rd_wg=MmNIh&pf_rd_p=c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&pf_rd_r=J6R67AMZHN3P5XC6GSB8&qid=1690283051&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-3-973fd8bd-28ce-479e-8be4-fbaf1193947a,NA,NA,NA,NA
NA,NA,NA,NA,https://www.amazon.in/Backpack-Toddler-Animal-Cartoon-Travel/dp/B08D5RCWV9/ref=sxin_25_trfobq2av2_3_B08D5RCWV9?content-id=amzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb%3Aamzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B08D5RCWV9&pd_rd_r=752a9ff9-3c90-41e6-b8f7-d80a1e23ba5c&pd_rd_w=8ZsFG&pd_rd_wg=MmNIh&pf_rd_p=c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&pf_rd_r=J6R67AMZHN3P5XC6GSB8&qid=1690283051&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-4-973fd8bd-28ce-479e-8be4-fbaf1193947a,NA,NA,NA,NA
NA,NA,NA,NA,https://www.amazon.in/AmazonBasics-Zippered-Storage-Bags-Window/dp/B07JJCJG5W/ref=sxin_25_trfobq2av2_4_B07JJCJG5W?content-id=amzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb%3Aamzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B07JJCJG5W&pd_rd_r=752a9ff9-3c90-41e6-b8f7-d80a1e23ba5c&pd_rd_w=8ZsFG&pd_rd_wg=MmNIh&pf_rd_p=c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&pf_rd_r=J6R67AMZHN3P5XC6GSB8&qid=1690283051&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-5-973fd8bd-28ce-479e-8be4-fbaf1193947a,NA,NA,NA,NA
NA,NA,NA,NA,https://www.amazon.in/Blue-Tree-Velvet-Nursery-Travelling/dp/B07QX58HGR/ref=sxin_25_trfobq2av2_5_B07QX58HGR?content-id=amzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb%3Aamzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B07QX58HGR&pd_rd_r=752a9ff9-3c90-41e6-b8f7-d80a1e23ba5c&pd_rd_w=8ZsFG&pd_rd_wg=MmNIh&pf_rd_p=c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&pf_rd_r=J6R67AMZHN3P5XC6GSB8&qid=1690283051&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-6-973fd8bd-28ce-479e-8be4-fbaf1193947a,NA,NA,NA,NA
NA,NA,NA,NA,https://www.amazon.in/Blue-Tree-Velvet-Nursery-Travelling/dp/B07QTQ3CS7/ref=sxin_25_trfobq2av2_6_B07QTQ3CS7?content-id=amzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb%3Aamzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B07QTQ3CS7&pd_rd_r=752a9ff9-3c90-41e6-b8f7-d80a1e23ba5c&pd_rd_w=8ZsFG&pd_rd_wg=MmNIh&pf_rd_p=c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&pf_rd_r=J6R67AMZHN3P5XC6GSB8&qid=1690283051&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-7-973fd8bd-28ce-479e-8be4-fbaf1193947a,NA,NA,NA,NA
NA,NA,NA,NA,https://www.amazon.in/AmazonBasics-Vacuum-Compression-Storage-Bags/dp/B07RSCPH4N/ref=sxin_25_trfobq2av2_7_B07RSCPH4N?content-id=amzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb%3Aamzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B07RSCPH4N&pd_rd_r=752a9ff9-3c90-41e6-b8f7-d80a1e23ba5c&pd_rd_w=8ZsFG&pd_rd_wg=MmNIh&pf_rd_p=c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&pf_rd_r=J6R67AMZHN3P5XC6GSB8&qid=1690283051&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-8-973fd8bd-28ce-479e-8be4-fbaf1193947a,NA,NA,NA,NA
NA,NA,NA,NA,https://www.amazon.in/TRUE-HUMAN-Anti-Theft-backpack-charging/dp/B09QJ7ZF2Y/ref=sr_1_10?crid=2M096C61O4MLT&keywords=bags&qid=1690283051&sprefix=ba%2Caps%2C283&sr=8-10,NA,NA,NA,NA
NA,NA,NA,NA,https://www.amazon.in/SAFARI-Ltrs-Casual-Backpack-DAYPACKNEO15CBSEB/dp/B07Q7CNPMV/ref=sr_1_11?crid=2M096C61O4MLT&keywords=bags&qid=1690283051&sprefix=ba%2Caps%2C283&sr=8-11,NA,NA,NA,NA
NA,NA,NA,NA,https://www.amazon.in/Half-Moon-Backpack-Spacious-Multiple/dp/B0C23Z9W18/ref=sr_1_12?crid=2M096C61O4MLT&keywords=bags&qid=1690283051&sprefix=ba%2Caps%2C283&sr=8-12,NA,NA,NA,NA
NA,NA,NA,NA,https://www.amazon.in/NORTH-ZONE-Waterproof-Backpack-Dimensions/dp/B0BS6QQZYN/ref=sr_1_13?crid=2M096C61O4MLT&keywords=bags&qid=1690283051&sprefix=ba%2Caps%2C283&sr=8-13,NA,NA,NA,NA
NA,NA,NA,NA,https://www.amazon.in/NORTH-ZONE-Lightweight-Backpacks-Stylish/dp/B0BL3TVDK6/ref=sr_1_14?crid=2M096C61O4MLT&keywords=bags&qid=1690283051&sprefix=ba%2Caps%2C283&sr=8-14,NA,NA,NA,NA
NA,NA,NA,NA,https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B09TPX22NF/ref=sr_1_15?crid=2M096C61O4MLT&keywords=bags&qid=1690283051&sprefix=ba%2Caps%2C283&sr=8-15,NA,NA,NA,NA
NA,NA,NA,NA,https://www.amazon.in/GEAR-Black-Blue-Backpack-years/dp/B019HA8AYG/ref=sr_1_16?crid=2M096C61O4MLT&keywords=bags&qid=1690283051&sprefix=ba%2Caps%2C283&sr=8-16,NA,NA,NA,NA
NA,NA,NA,NA,https://aax-eu.amazon.in/x/c/RFLZMZg-dTCh0JR-xofQH6wAAAGJjLiIVAMAAAH2AQBvbm9fdHhuX2JpZDMgICBvbm9fdHhuX2ltcDEgICBLi-IF/https://www.amazon.in/uppercase-Professional-resistant-sustainable-Anti-theft/dp/B0BR179L65/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.71f3e964-c052-406d-85d3-3536a795e6d0%3Aamzn1.sym.71f3e964-c052-406d-85d3-3536a795e6d0&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B0BR179L65&pd_rd_r=c96d0417-1c22-437a-8616-0641ea7dfe31&pd_rd_w=XzAP2&pd_rd_wg=XdyHz&pf_rd_p=71f3e964-c052-406d-85d3-3536a795e6d0&pf_rd_r=J6R67AMZHN3P5XC6GSB8&qid=1690283051&sbo=EO%2BcdOgoisx3waG5xqcZQA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-1-f1821008-9dea-4812-b2b6-4a6e4a4f2d55,NA,NA,NA,NA
